nfInstanceId,malicious,verdict,timestamp
f8a71d5e-3e83-4aa8-9aa0-aaa9cdc265ff,0,OK,1749653838
2442ef18-df03-414e-b174-833b4daae7af,0,OK,1749653838
2ccadb70-fbbd-41a3-9478-8bebd44dfd7a,0,OK,1749653838
f0090bb8-1655-4cde-88c6-3ee1fc8826f1,0,OK,1749653838
d7ce7346-280f-4e85-8874-716dd1cd4f33,1,CRITICAL,1749653839
f0515592-ea06-4ae3-9a32-b4f7ef74624e,0,OK,1749653839
cccae836-4e63-4a34-b53d-a7c93f10341b,1,CRITICAL,1749653839
1ed6ce5c-5cc3-424c-b36f-2a4d58f3a046,0,OK,1749653839
b93f3906-660f-4773-b154-def4beacdd7f,0,OK,1749653839
8b71ee6c-cab5-433f-a70a-d46d9acac0a5,0,OK,1749653839
160d5c2d-8839-4369-85db-982f0f9b529a,0,OK,1749653839
f49efe4e-b47d-4934-81d4-77d2ade63117,0,OK,1749653840
f2a2c81c-7b47-4c1b-a63d-38c5648b790f,0,OK,1749653840
504fdc8a-139a-43dc-a8a0-b347d84b3c14,0,OK,1749653840
822b4569-920b-47e6-8e08-c15d814a2be7,0,OK,1749653840
5ce90692-bbaf-4088-a716-4a3833e42f16,1,CRITICAL,1749653840
f1f4cba1-7689-4227-8404-3e05704c4da5,0,OK,1749653840
120cb579-e24b-4928-8c5c-655387a97545,0,OK,1749653840
e1450550-9657-4ab0-ad24-fc385378dd9d,0,OK,1749653840
12e191bb-40e9-4e7a-923e-29a79644231c,0,OK,1749653840
c67d66b6-febb-46bf-877f-9a0529255d57,0,OK,1749653840
aec32863-0927-4e4b-bc71-6fc50138c39d,0,OK,1749653840
6306c173-7f67-4035-ae02-cd7f77adf82c,0,OK,1749653840
f0281fe4-c1e5-4615-a2c1-655c1ee214b3,0,OK,1749653840
088a71b9-d8d0-4ffa-b08f-0c83c7a3141c,0,OK,1749653840
408ac26c-bb6d-46b0-ba9a-73a87e35d21b,0,OK,1749653840
d36b340f-00d5-4638-8a0f-dbf628bbd3aa,0,OK,1749653841
9384c87d-8ef1-4305-a59c-55bfd3ec4f0c,0,OK,1749653841
bfffccd9-830c-44c9-b0c4-2e2975d87df2,1,CRITICAL,1749653841
230e0e8f-534b-430f-a384-6b8358de7f01,0,OK,1749653841
1677446a-f0cd-44e6-9c5b-ad25a34dc579,0,OK,1749653841
1ae9dd63-ca77-4618-9d29-c6286220e9d8,1,CRITICAL,1749653841
50a92d00-7849-4512-b435-69067fb316d1,0,OK,1749653841
d3a22bcf-8cc5-45bc-9151-67e2676062d9,0,OK,1749653841
09dfca74-0e00-45d4-afbf-d515eedd0a1d,0,OK,1749653841
cfc28c1a-c5f9-42df-942e-dff883d676c8,0,OK,1749653841
7b88d0b3-bd58-4ca6-9ae0-6f8934b440f0,0,OK,1749653841
93c733bb-3196-4726-8b12-3357004d561a,0,OK,1749653841
94485c22-c8e7-43d2-bbf7-b61e6309007f,0,OK,1749653841
419301fa-a6e9-43c9-89e5-5086fa7f836b,0,OK,1749653841
2521de40-591e-4322-8fd4-25b199ce651a,0,OK,1749653841
490fb43e-42f7-48c1-9391-07d2e08110cf,0,OK,1749653841
1b50af2b-5776-4157-a9e0-ed209004325c,1,CRITICAL,1749653841
763269a0-51ac-4d99-9833-db910774864b,0,OK,1749653841
7f81c3b2-e78e-40f5-8a86-c741a4ddb204,0,OK,1749653841
8f2ec0ee-f1ee-430e-a63b-dfa305d643d0,0,OK,1749653841
3f8e1edc-a89b-4d5f-b1b6-a029e3432872,0,OK,1749653841
b18706df-9ed1-4066-9976-bed6382ee0df,1,CRITICAL,1749653842
3fa01da7-aa02-4f5f-9ddf-2b854feb1285,1,CRITICAL,1749653842
00e98380-5b42-4535-b57b-804da23711e1,0,OK,1749653842
062a2753-35d0-46c7-b376-0b8c913d51e9,1,CRITICAL,1749653842
6eaf813a-6a2c-4add-997a-ae465270f491,0,OK,1749653842
7ca35024-522a-4cda-8914-0177d3aed8e4,0,OK,1749653842
279edbcc-f513-47d6-890f-77c2febe4854,0,OK,1749653842
d0f1402b-8d84-4220-9ccd-9eb997b8781f,1,CRITICAL,1749653842
3fb4a0cf-78bc-4755-bc59-18df214703d1,1,CRITICAL,1749653842
da539502-d56f-4f2a-bffb-45fbcb32774f,1,CRITICAL,1749653842
667cca1b-df4d-46f3-abb3-4f6eca088b32,0,OK,1749653842
77e5bcff-11f1-411a-ae32-bed5bbe71dfa,0,OK,1749653842
71859a34-1e96-4ff8-bf56-e3001d5a5b79,0,OK,1749653842
dff8ada2-3114-4508-b30e-85823dd3adc6,0,OK,1749653842
fe9819da-302d-482d-82da-7b634efb639c,1,CRITICAL,1749653842
c190244f-540a-442d-a8cd-44355f584875,0,OK,1749653842

